back_dock_failed.wav,"Nepavyko pasiekti įkrovimo stotelės. Pašalinkite kliūtis aplink ją ir nuvalykite įkrovimo kontaktus."
back_dock_nearby.wav,"Nepavyko pasiekti įkrovimo stotelės. Pašalinkite kliūtis aplink ją."
bin_in.wav,"Dulkių talpykla įstatyta."
bin_out.wav,"Dulkių talpykla išimta."
binout_error10.wav,"Filtras užsikimšęs. Išimkite dulkių talpyklą ir išvalykite filtrą."
bl_recovery_bootfailed.wav,"Paleidimo klaida. Atkuriami gamykliniai parametrai. Tai užtruks apie penkias minutes."
bl_recovery_failed.wav,"Nepavyko atkurti gamyklinių parametrų. Bandykite dar kartą."
bl_recovery_retry.wav,"Atkuriami gamykliniai parametrai. Tai užtruks apie penkias minutes."
bl_recovery_start.wav,"Atkuriami gamykliniai parametrai. Tai užtruks apie penkias minutes."
bl_recovery_updatefailed.wav,"Atnaujinimas nepavyko. Atkuriami gamykliniai parametrai. Tai užtruks apie penkias minutes."
charging.wav,"Kraunamasi."
clean_bin.wav,"Ištuštinkite dulkių talpyklą."
clean_finish.wav,"Valymas baigtas. Grįžtama į įkrovimo vietą."
error_internal.wav,"Vidinė klaida. Perleiskite robotą."
error1.wav,"Klaida numeris 1. Uždengtas lazeris arba užstrigusi jo galvutė. Patikrinkite, ar nėra kliūčių ir bandykite dar kartą."
error2.wav,"Klaida numeris 2. Užstrigęs buferis. Jį nuvalykite ir lengvai spustelėkite."
error3.wav,"Klaida numeris 3. Perkelkite robotą į kitą vietą ir pradėkite iš naujo."
error4.wav,"Klaida numeris 4. Sutriko kritimo jutiklių veikimas. Nuvalykite kritimo jutiklius, perkelkite robotą į kitą vietą ir bandykite iš naujo."
error5.wav,"Klaida numeris 5. Užstrigęs pagrindinis šepetys. Išėmę, išvalykite šepetį ir jo lizdą."
error6.wav,"Klaida numeris 6. Užstrigęs pakraščių šepetėlis. Išimkite ir išvalykite jį."
error7.wav,"Klaida numeris 7. Užstrigę roboto ratai. Perkelkite robotą ir bandykite iš naujo."
error8.wav,"Klaida numeris 8. Robotas užblokuotas. Pašalinkite aplink jį esančias kliūtis."
error9.wav,"Klaida numeris 9. Iš roboto išimta dulkių talpykla arba filtras. Įstatykite juos atgal ir bandykite dar kartą."
error10.wav,"Klaida numeris 10. Filtras užsikimšęs arba drėgnas. Jį išvalykite ir išdžiovinkite arba pakeiskite nauju, tada bandykite dar kartą."
error11.wav,"Klaida numeris 11. Aptiktas stiprus magnetinis laukas. Patraukite robotą nuo virtualios sienos ir bandykite dar kartą."
error12.wav,"Klaida numeris 12. Žema akumuliatoriaus įkrova. Įkraukite robotą, tada bandykite dar kartą."
error13.wav,"Klaida numeris 13. Sutriko įkrovimas. Nuvalykite įkrovimo kontaktus ir bandykite dar kartą."
error14.wav,"Klaida numeris 14. Sutriko baterijos veikimas."
error15.wav,"Klaida numeris 15. Nešvarus sienos jutiklis. Išvalykite jį."
error16.wav,"Klaida numeris 16. Robotas pasviręs. Perkelkite jį ant horizontalaus paviršiaus ir bandykite dar kartą."
error17.wav,"Klaida numeris 17. Sutriko pakraščių šepetėlio veikimas. Perleiskite robotą."
error18.wav,"Klaida numeris 18. Sutriko variklio veikimas. Perleiskite robotą."
error19.wav,"Klaida numeris 19. Įkrovimo stotelėje nėra įtampos. Patikrinkite, ar ji gerai prijungta prie elektros tinklo."
error21.wav,"Klaida numeris 21. Įspaustas lazerio galvutės dangtelis. Perkelkite robotą į kitą vietą ir bandykite dar kartą."
error22.wav,"Klaida numeris 22. Nuvalykite roboto įkrovimo stotelės jutiklį."
error23.wav,"Klaida numeris 23. Nepavyko pasiekti įkrovimo stotelės. Nuvalykite jos signalo skleidimo sritį ir perleiskite ją."
error24.wav,"Klaida numeris 24. Aptikta draudžiamoji zona arba virtuali siena. Perkelkite robotą iš šios zonos."
findme.wav,"Sveiki, aš čia!"
finish.wav,"Valymas baigtas."
goto.wav,"Vykstama į nurodytą vietą."
goto_complete.wav,"Nurodyta vieta pasiekta."
goto_failed.wav,"Nurodytos vietos pasiekti nepavyko."
home.wav,"Grįžtama į įkrovimo vietą."
map_restore.wav,"Žemėlapis atkurtas, pradedamas įkrovimas."
no_power.wav,"Žema akumuliatoriaus įkrova. Grįžtama į įkrovimo vietą."
no_power_charging.wav,"Žema akumuliatoriaus įkrova. Vyksta įkrovimas."
no_spot_on_dock.wav,"Perkelkite robotą į norimą išvalyti vietą."
